	MAG_ID	classification	fastani_reference	Marker lineage	n_genomes	n_markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
10	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
11	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
12	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
13	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
14	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
15	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
16	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
17	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
18	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
19	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
20	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
21	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
22	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
23	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
24	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
25	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
26	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
27	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
28	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
29	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
30	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
31	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
32	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
33	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
34	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
35	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
36	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
37	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
38	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
39	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
40	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
41	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
42	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
43	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
44	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
45	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
46	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
47	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
48	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
49	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
50	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
51	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
52	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
53	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
54	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
55	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
56	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
57	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
58	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
59	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
60	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
61	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
62	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
63	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
64	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
65	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
66	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
67	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
68	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
69	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
70	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
71	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
72	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
73	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
74	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
75	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
76	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
77	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
78	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
79	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
80	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
81	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
82	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
83	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
84	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
85	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
86	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
87	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
88	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
89	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
90	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
91	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
92	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
93	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
94	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
95	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
96	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
97	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
98	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
99	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
100	G80568_pe_bin.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium neonatale	GCF_001458595.1	o__Clostridiales (UID1375)	50	332	124	263	69	0	0	0	0	11.3	0.0	0.0
